Date	Configuration	Customer Postcode	Store Postcode	Retail Price	Screen Size (Inches)	Battery Life (Hours)	RAM (GB)	Processor Speeds (GHz)	Integrated Wireless?	HD Size (GB)	Bundled Applications?	OS X Customer	OS Y Customer	OS X Store	OS Y Store	CustomerStoreDistance
2008/01/20 16:00:26	220	SW7 4TE	SW1P 3AU	435	15	5	2	2	No	80	No	526350	178695	529902	179641	3675.815556
2008/01/20 16:09:51	337	EC4A 4DH	SW1P 3AU	520	15	6	2	1.5	Yes	40	Yes	531589	181285	529902	179641	2355.568933
2008/01/20 16:11:36	343	TW9 1TJ	KT2 5AU	640	15	6	2	1.5	Yes	300	Yes	517694	174702	517917	170243	4464.572768
2008/01/20 16:12:45	345	E6 2JA	E2 0RY	500	15	6	2	1.5	No	40	Yes	542369	184227	535652	182961	6835.264808
2008/01/20 16:16:44	152	KT1 2SF	W4 3PH	460	15	5	1	1.5	Yes	300	No	518385	168507	519585	177640	9211.497652
2008/01/20 16:18:09	341	SE1 7PZ	SW1P 3AU	580	15	6	2	1.5	Yes	120	Yes	531201	179241	529902	179641	1359.191304
2008/01/20 16:40:25	174	E2 8AS	NW5 2QH	405	15	5	1	2	No	120	No	533462	183634	529248	185213	4500.115221
2008/01/20 16:43:17	346	E1 4AA	E2 0RY	450	15	6	2	1.5	No	40	No	535695	182180	535652	182961	782.1828431
2008/01/20 16:48:41	299	KT1 2UB	KT2 5AU	490	15	6	1	1.5	No	80	Yes	518618	168464	517917	170243	1912.130226
2008/01/20 16:50:35	79	SE14 6TY	SE8 3JD	545	15	4	2	2	No	300	Yes	536890	176999	537175	177885	930.7099441
2008/01/20 16:56:17	197	TW9 1TJ	KT2 5AU	500	15	5	2	1.5	Yes	120	Yes	517694	174702	517917	170243	4464.572768
2008/01/20 16:58:26	291	WC1N 3ES	SW1V 4QQ	510	15	6	1	1.5	Yes	80	Yes	530712	181998	528924	178440	3981.997991
2008/01/20 16:59:48	69	KT2 5EE	SW18 1NN	505	15	4	2	2	Yes	120	Yes	518286	169734	525155	175180	8765.961271
2008/01/20 17:06:25	61	SW1Y 6DB	SW1P 3AU	460	15	4	2	1.5	No	120	Yes	529339	180374	529902	179641	924.2607857
2008/01/20 17:09:37	175	W1P 9LG	NW5 2QH	515	15	5	1	2	No	300	Yes	529425	182049	529248	185213	3168.946986
2008/01/20 17:21:26	214	SE14 6TJ	SE1 2BN	475	15	5	2	2	Yes	120	No	537118	176948	534057	179682	4104.202359
2008/01/20 17:23:40	345	W1T 7QJ	SW1P 3AU	500	15	6	2	1.5	No	40	Yes	529684	181654	529902	179641	2024.769863
2008/01/20 17:37:31	56	E15 4NL	E2 0RY	490	15	4	2	1.5	Yes	300	No	539302	184866	535652	182961	4117.222972
2008/01/20 17:45:01	26	EC1A 9EJ	E2 0RY	325	15	4	1	2	No	40	No	531931	181743	535652	182961	3915.273298
2008/01/20 18:00:29	304	SE25 6EF	CR7 8LE	520	15	6	1	1.5	No	300	No	534086	168521	532714	168302	1389.368562
2008/01/20 18:04:05	303	SE11 6HS	SW1P 3AU	570	15	6	1	1.5	No	300	Yes	531169	178443	529902	179641	1743.700949
2008/01/20 18:06:18	4	EC1A 7AA	SE1 2BN	360	15	4	1	1.5	Yes	80	No	531821	181407	534057	179682	2824.061083
2008/01/20 18:14:03	151	WC2B 5EL	SW1V 4QQ	510	15	5	1	1.5	Yes	300	Yes	530438	181476	528924	178440	3392.564222
2008/01/20 18:15:44	7	KT2 6PW	KT2 5AU	490	15	4	1	1.5	Yes	300	Yes	519121	169707	517917	170243	1317.919573
2008/01/20 18:16:36	195	SE20 7DT	SW12 9HD	480	15	5	2	1.5	Yes	80	Yes	535490	170322	528739	173080	7292.637726
2008/01/20 18:28:07	55	W1W 6DS	SW1V 4QQ	540	15	4	2	1.5	Yes	300	Yes	529126	181692	528924	178440	3258.267638
2008/01/20 18:42:00	215	SE1 8SW	SW1P 3AU	585	15	5	2	2	Yes	300	Yes	531050	179933	529902	179641	1184.553924
2008/01/20 18:44:33	290	N1 6BU	SE1 2BN	420	15	6	1	1.5	Yes	40	No	533016	182862	534057	179682	3346.054542
2008/01/20 19:00:38	80	N1 1ER	NW5 2QH	495	15	4	2	2	No	300	No	531310	184106	529248	185213	2340.361724
2008/01/20 19:24:50	151	SW4 0JG	SW1V 4QQ	510	15	5	1	1.5	Yes	300	Yes	529208	175473	528924	178440	2980.561189
2008/01/20 19:34:25	345	SW1W 8NE	SW1P 3AU	500	15	6	2	1.5	No	40	Yes	528326	178447	529902	179641	1977.223306
2008/01/20 19:45:02	366	SW13 9LW	SW18 1NN	535	15	6	2	2	No	120	No	521670	176411	525155	175180	3696.022998
2008/01/20 19:45:25	221	NW1 2DN	SW1P 3AU	505	15	5	2	2	No	120	Yes	529666	182668	529902	179641	3036.18593
2008/01/20 20:04:30	160	EC4R 3TE	SW1P 3AU	440	15	5	1	1.5	No	300	No	532524	180695	529902	179641	2825.915781
2008/01/20 20:09:40	166	E3 5TH	SE8 3JD	425	15	5	1	2	Yes	120	No	536074	183121	537175	177885	5350.504369
2008/01/20 20:11:18	215	SW1V 1DW	SW1V 4QQ	585	15	5	2	2	Yes	300	Yes	529170	178716	528924	178440	369.7188121
2008/01/20 20:16:34	72	EC3R 5AQ	E2 0RY	515	15	4	2	2	Yes	300	No	533271	180706	535652	182961	3279.357559
2008/01/20 20:30:10	195	EC4V 6DE	SE1 2BN	480	15	5	2	1.5	Yes	80	Yes	531801	181101	534057	179682	2665.163597
2008/01/20 20:30:20	193	N1 9AP	SW1P 3AU	440	15	5	2	1.5	Yes	40	Yes	530270	183166	529902	179641	3544.157022
2008/01/20 20:59:04	203	WC1B 5BP	SW1V 4QQ	460	15	5	2	1.5	No	80	Yes	530106	181797	528924	178440	3559.012925
2008/01/20 21:06:08	21	WC2N 6HL	SW1P 3AU	455	15	4	1	2	Yes	120	Yes	530291	180547	529902	179641	985.9802229
2008/01/20 21:09:22	346	E14 0BB	E2 0RY	450	15	6	2	1.5	No	40	No	538189	180731	535652	182961	3377.760945
2008/01/20 21:11:20	289	N19 5DF	N3 1DH	470	15	6	1	1.5	Yes	40	Yes	528839	186587	525109	190628	5499.325504
2008/01/20 21:17:02	158	EC1A 9DE	SE1 2BN	380	15	5	1	1.5	No	120	No	531799	181481	534057	179682	2887.033945
2008/01/20 21:27:15	69	CR0 2EF	CR7 8LE	505	15	4	2	2	Yes	120	Yes	532704	166276	532714	168302	2026.024679
2008/01/20 21:33:58	79	W1G 0PP	NW5 2QH	545	15	4	2	2	No	300	Yes	528909	181315	529248	185213	3912.713253
2008/01/20 21:38:56	69	HA5 5PW	W4 3PH	505	15	4	2	2	Yes	120	Yes	512253	189590	519585	177640	14020.01155
2008/01/20 21:39:42	354	WC1N 3LZ	SW1V 4QQ	495	15	6	2	2	Yes	40	No	530598	182132	528924	178440	4053.780951
2008/01/20 21:41:15	320	WC2A 2HF	SW1V 4QQ	545	15	6	1	2	No	300	No	530750	181208	528924	178440	3316.036791
2008/01/20 21:54:57	167	E14 3BW	E2 0RY	535	15	5	1	2	Yes	300	Yes	538509	178527	535652	182961	5274.732695
2008/01/20 22:04:34	316	SW12 8NX	SW18 1NN	465	15	6	1	2	No	80	No	528131	173966	525155	175180	3214.089607
2008/01/20 22:10:00	340	NW1 1HB	SW1V 4QQ	510	15	6	2	1.5	Yes	80	No	529716	183016	528924	178440	4644.03273
2008/01/20 22:10:37	208	WC2A 2HF	SW1V 4QQ	490	15	5	2	1.5	No	300	No	530750	181208	528924	178440	3316.036791
2008/01/20 22:15:25	67	SE16 4NF	SE8 3JD	485	15	4	2	2	Yes	80	Yes	535203	179897	537175	177885	2817.255402
2008/01/20 22:19:23	361	E7 8NW	SE8 3JD	525	15	6	2	2	No	40	Yes	541428	184515	537175	177885	7876.859082
2008/01/20 22:25:59	360	EC4V 5EQ	SE1 2BN	615	15	6	2	2	Yes	300	No	531790	181066	534057	179682	2656.076994
2008/01/20 22:26:03	13	W1J 6PT	NW5 2QH	410	15	4	1	1.5	No	120	Yes	528907	180727	529248	185213	4498.941764
2008/01/20 22:28:03	364	SE16 4NB	SE8 3JD	515	15	6	2	2	No	80	No	534713	179740	537175	177885	3082.6075
2008/01/20 22:41:07	213	SE5 8RS	SE1 2BN	525	15	5	2	2	Yes	120	Yes	532566	176473	534057	179682	3538.468878
2008/01/20 22:42:14	352	W1W 6DL	NW5 2QH	570	15	6	2	1.5	No	300	No	529239	181791	529248	185213	3422.011835
2008/01/20 22:44:24	176	WC2H 9NY	SE1 2BN	465	15	5	1	2	No	300	No	530045	180918	534057	179682	4198.07575
2008/01/20 22:50:18	168	KT2 6HT	KT2 5AU	485	15	5	1	2	Yes	300	No	518690	170025	517917	170243	803.1519159
2008/01/20 23:12:19	214	SW19 3NW	SW12 9HD	475	15	5	2	2	Yes	120	No	524772	169692	528739	173080	5216.860454
2008/01/20 23:13:29	198	EC1R 4QL	NW5 2QH	450	15	5	2	1.5	Yes	120	No	531280	182492	529248	185213	3396.007214
2008/01/20 23:23:08	53	EC3V 0DN	SW1P 3AU	480	15	4	2	1.5	Yes	120	Yes	533040	181063	529902	179641	3445.160083
2008/01/20 23:23:51	224	WC1H 9EP	SW1P 3AU	515	15	5	2	2	No	300	No	530151	182524	529902	179641	2893.732883
2008/01/20 23:24:17	223	SE14 6TY	SE1 2BN	565	15	5	2	2	No	300	Yes	536890	176999	534057	179682	3901.842898
2008/01/20 23:25:51	289	SE20 7DT	CR7 8LE	470	15	6	1	1.5	Yes	40	Yes	535490	170322	532714	168302	3433.158313
2008/01/20 23:27:33	218	SW7 4TE	SW1P 3AU	395	15	5	2	2	No	40	No	526350	178695	529902	179641	3675.815556
2008/01/20 23:34:57	313	SE1 9NL	SE1 2BN	475	15	6	1	2	No	40	Yes	531301	180367	534057	179682	2839.852285
2008/01/20 23:41:59	50	E3 2DA	SE1 2BN	370	15	4	2	1.5	Yes	40	No	536716	182749	534057	179682	4059.15878
2008/01/20 23:42:29	61	W1D 3AJ	NW5 2QH	460	15	4	2	1.5	No	120	Yes	529717	181106	529248	185213	4133.692054
2008/01/20 23:47:31	219	N7 8EE	NW5 2QH	485	15	5	2	2	No	80	Yes	530897	185227	529248	185213	1649.059429
2008/01/20 23:48:35	310	E12 5BP	E2 0RY	505	15	6	1	2	Yes	120	No	542008	185622	535652	182961	6890.548382
2008/01/20 23:58:09	209	WC2A 2HF	SW1P 3AU	465	15	5	2	2	Yes	40	Yes	530750	181208	529902	179641	1781.738758
2008/01/21 00:10:58	24	CR7 8RY	SW18 1NN	465	15	4	1	2	Yes	300	No	532498	168334	525155	175180	10039.29106
2008/01/21 00:12:40	344	E1 6LZ	SW1P 3AU	590	15	6	2	1.5	Yes	300	No	533711	181868	529902	179641	4412.256792
2008/01/21 00:12:48	310	EC3N 2AE	SW1P 3AU	505	15	6	1	2	Yes	120	No	533409	180902	529902	179641	3726.817677
2008/01/21 00:15:52	361	SE16 4NB	SE1 2BN	525	15	6	2	2	No	40	Yes	534713	179740	534057	179682	658.559033
2008/01/21 00:17:58	305	SE1 9AA	SE1 2BN	495	15	6	1	2	Yes	40	Yes	532585	180197	534057	179682	1559.489981
2008/01/21 00:19:20	2	EC1R 4QL	SW1P 3AU	320	15	4	1	1.5	Yes	40	No	531280	182492	529902	179641	3166.557279
2008/01/21 00:23:21	171	W1W 7QL	SW1P 3AU	435	15	5	1	2	No	80	Yes	529131	181596	529902	179641	2101.53896
2008/01/21 00:24:25	304	EC1V 9AQ	E2 0RY	520	15	6	1	1.5	No	300	No	532167	182278	535652	182961	3551.297509
2008/01/21 00:26:43	63	E1 1BY	E2 0RY	520	15	4	2	1.5	No	300	Yes	534738	181859	535652	182961	1431.712262
2008/01/21 00:28:33	55	N1 8LU	SE1 2BN	540	15	4	2	1.5	Yes	300	Yes	531957	183906	534057	179682	4717.221216
2008/01/21 00:34:25	314	N10 3HN	N3 1DH	425	15	6	1	2	No	40	No	528531	189555	525109	190628	3586.281222
2008/01/21 00:34:48	15	W8 7SR	SW1P 3AU	470	15	4	1	1.5	No	300	Yes	525174	180337	529902	179641	4778.95386
2008/01/21 00:37:45	21	EC1M 6AW	SW1P 3AU	455	15	4	1	2	Yes	120	Yes	531859	181875	529902	179641	2969.950336
2008/01/21 00:43:45	348	W1D 4AE	SW1P 3AU	490	15	6	2	1.5	No	80	No	529771	181117	529902	179641	1481.801944
2008/01/21 01:01:00	70	E14 8EZ	SE1 2BN	455	15	4	2	2	Yes	120	No	537043	180975	534057	179682	3253.927627
2008/01/21 01:08:33	348	NW1 0JH	SW1V 4QQ	490	15	6	2	1.5	No	80	No	529174	183469	528924	178440	5035.210125
2008/01/21 01:12:36	27	EC1N 8HX	SE1 2BN	415	15	4	1	2	No	80	Yes	531338	182001	534057	179682	3573.614697
2008/01/21 01:14:58	307	E15 4PT	E7 8NW	535	15	6	1	2	Yes	80	Yes	539195	183977	541428	184515	2296.896384
2008/01/21 01:19:16	209	EC2M 2TE	SW1P 3AU	465	15	5	2	2	Yes	40	Yes	532948	181793	529902	179641	3729.50667
2008/01/21 01:22:46	164	BR3 1AG	SW12 9HD	405	15	5	1	2	Yes	80	No	537275	169398	528739	173080	9296.258387
2008/01/21 01:24:20	353	KT2 7PX	KT2 5AU	545	15	6	2	2	Yes	40	Yes	519504	170070	517917	170243	1596.401579
2008/01/21 01:35:19	368	W1T 1JQ	SW1P 3AU	595	15	6	2	2	No	300	No	529530	181518	529902	179641	1913.508035
2008/01/21 01:41:12	7	TW10 5LA	SW18 1NN	490	15	4	1	1.5	Yes	300	Yes	517821	171785	525155	175180	8081.681818
2008/01/21 01:48:01	200	WC1V 6LS	SE1 2BN	510	15	5	2	1.5	Yes	300	No	530737	181585	534057	179682	3826.723011
2008/01/21 01:51:36	352	SW2 2UB	SW12 9HD	570	15	6	2	1.5	No	300	No	530812	174017	528739	173080	2274.928131
2008/01/21 01:54:51	212	KT1 2PY	SW18 1NN	455	15	5	2	2	Yes	80	No	518498	169179	525155	175180	8962.569386
2008/01/21 01:59:09	167	WD7 7NP	W10 6HQ	535	15	5	1	2	Yes	300	Yes	516343	199846	524190	181567	19892.14041
2008/01/21 01:59:59	54	N1 2NA	E2 0RY	430	15	4	2	1.5	Yes	120	No	531738	184724	535652	182961	4292.733977
2008/01/21 02:02:20	339	EC3A 7BH	E2 0RY	560	15	6	2	1.5	Yes	80	Yes	533247	181385	535652	182961	2875.37841
2008/01/21 02:04:57	163	E14 7LS	SE8 3JD	455	15	5	1	2	Yes	80	Yes	536182	181240	537175	177885	3498.867531
2008/01/21 02:05:28	165	N2 9EY	N17 6QA	475	15	5	1	2	Yes	120	Yes	527830	189608	533788	189994	5970.490767
2008/01/21 02:07:33	362	E11 1NP	E2 0RY	475	15	6	2	2	No	40	No	539503	188316	535652	182961	6595.924954
2008/01/21 02:20:37	53	SE5 8DH	SE8 3JD	480	15	4	2	1.5	Yes	120	Yes	533529	175888	537175	177885	4157.081308
2008/01/21 02:22:47	308	SE1 1TU	SE1 2BN	485	15	6	1	2	Yes	80	No	532492	180154	534057	179682	1634.628092
2008/01/21 02:25:02	360	N5 1EA	NW5 2QH	615	15	6	2	2	Yes	300	No	531890	186122	529248	185213	2794.001611
2008/01/21 02:25:57	211	N1 9HF	SW1P 3AU	505	15	5	2	2	Yes	80	Yes	531310	183162	529902	179641	3792.084519
2008/01/21 02:30:50	348	WC1N 3LZ	SW1V 4QQ	490	15	6	2	1.5	No	80	No	530598	182132	528924	178440	4053.780951
2008/01/21 02:34:49	293	SW19 3TA	SW18 1NN	530	15	6	1	1.5	Yes	120	Yes	524819	170572	525155	175180	4620.23376
2008/01/21 02:59:27	301	EC1V 4NJ	SW1P 3AU	510	15	6	1	1.5	No	120	Yes	531481	183097	529902	179641	3799.628534
2008/01/21 03:07:23	208	N1 0PN	SW1P 3AU	490	15	5	2	1.5	No	300	No	531523	183469	529902	179641	4157.06928
2008/01/21 03:13:10	7	WC2R 0HS	SE1 2BN	490	15	4	1	1.5	Yes	300	Yes	530565	180820	534057	179682	3672.752102
2008/01/21 03:22:58	27	SE16 4NB	SE8 3JD	415	15	4	1	2	No	80	Yes	534713	179740	537175	177885	3082.6075
2008/01/21 03:29:21	16	SE15 4HY	SE1 2BN	420	15	4	1	1.5	No	300	No	534154	175553	534057	179682	4130.139223
2008/01/21 03:31:58	23	E6 1LA	SE8 3JD	515	15	4	1	2	Yes	300	Yes	542477	183565	537175	177885	7770.045302
2008/01/21 03:33:48	224	SE1 8NL	SW1V 4QQ	515	15	5	2	2	No	300	No	531682	180197	528924	178440	3270.10902
2008/01/21 03:34:23	63	NW1 7NB	NW5 2QH	520	15	4	2	1.5	No	300	Yes	528783	183660	529248	185213	1621.121217
2008/01/21 03:36:59	295	EC1R 3DJ	NW5 2QH	590	15	6	1	1.5	Yes	300	Yes	531265	182157	529248	185213	3661.615081
2008/01/21 03:39:05	344	EC1R 5DU	NW5 2QH	590	15	6	2	1.5	Yes	300	No	531159	182055	529248	185213	3691.190187
2008/01/21 03:51:37	213	WC2E 9NG	SW1P 3AU	525	15	5	2	2	Yes	120	Yes	530372	181181	529902	179641	1610.124219
2008/01/21 03:53:40	15	N7 0JN	SW1P 3AU	470	15	4	1	1.5	No	300	Yes	530047	185372	529902	179641	5732.834029
2008/01/21 04:13:45	32	N1 1QN	E2 0RY	445	15	4	1	2	No	300	No	531671	183826	535652	182961	4073.890769
2008/01/21 04:14:07	353	W1S 2AT	SW1P 3AU	545	15	6	2	2	Yes	40	Yes	529001	180921	529902	179641	1565.31179
2008/01/21 04:20:44	301	SE10 9PD	SE8 3JD	510	15	6	1	1.5	No	120	Yes	538962	178291	537175	177885	1832.540586
2008/01/21 04:29:13	304	SE1 9AL	E2 0RY	520	15	6	1	1.5	No	300	No	532654	180218	535652	182961	4063.502553
2008/01/21 04:32:40	176	NW6 2LU	NW5 2QH	465	15	5	1	2	No	300	No	525540	184577	529248	185213	3762.148322
2008/01/21 04:35:30	175	TW9 3AH	W4 3PH	515	15	5	1	2	No	300	Yes	518891	177662	519585	177640	694.3486156
2008/01/21 04:40:49	356	SW5 9JA	W10 6HQ	535	15	6	2	2	Yes	80	No	525627	178188	524190	181567	3671.867372
2008/01/21 04:43:33	337	E1 1BY	E2 0RY	520	15	6	2	1.5	Yes	40	Yes	534738	181859	535652	182961	1431.712262
2008/01/21 04:49:45	204	KT2 7PX	W4 3PH	410	15	5	2	1.5	No	80	No	519504	170070	519585	177640	7570.433343
2008/01/21 04:50:10	212	EC3M 7AN	SE1 2BN	455	15	5	2	2	Yes	80	No	533094	180996	534057	179682	1629.099444
2008/01/21 05:04:50	362	SE20 7EU	SE8 3JD	475	15	6	2	2	No	40	No	535554	170144	537175	177885	7908.901441
2008/01/21 05:05:00	320	EC2A 3JL	SE1 2BN	545	15	6	1	2	No	300	No	533130	182489	534057	179682	2956.108591
2008/01/21 05:09:41	350	SW8 2TH	SW1V 4QQ	510	15	6	2	1.5	No	120	No	530249	177529	528924	178440	1607.963308
2008/01/21 05:11:42	49	NW5 2QH	W10 6HQ	420	15	4	2	1.5	Yes	40	Yes	529248	185213	524190	181567	6235.116679
2008/01/21 05:19:28	164	EC4Y 1DG	SE1 2BN	405	15	5	1	2	Yes	80	No	531563	181154	534057	179682	2896.000691
2008/01/21 05:19:47	292	EC4A 4DH	SW1V 4QQ	460	15	6	1	1.5	Yes	80	No	531589	181285	528924	178440	3898.236781
2008/01/21 05:36:33	175	SE17 2SB	SE1 2BN	515	15	5	1	2	No	300	Yes	532650	178446	534057	179682	1872.790698
2008/01/21 05:42:26	356	WC2E 7NA	SE1 2BN	535	15	6	2	2	Yes	80	No	530355	180753	534057	179682	3853.809155
2008/01/21 05:47:36	170	SE1 3SS	SE1 2BN	345	15	5	1	2	No	40	No	532817	179859	534057	179682	1252.56896
2008/01/21 05:50:26	10	EC1M 5NA	NW5 2QH	300	15	4	1	1.5	No	40	No	531674	181950	529248	185213	4066.035538
2008/01/21 05:54:01	208	SE16 2HB	E2 0RY	490	15	5	2	1.5	No	300	No	534742	178789	535652	182961	4270.091802
2008/01/21 06:07:26	72	W1F 0QA	SW1V 4QQ	515	15	4	2	2	Yes	300	No	529509	181083	528924	178440	2706.967676
2008/01/21 06:10:01	356	SW8 1DL	SE1 2BN	535	15	6	2	2	Yes	80	No	530539	177169	534057	179682	4323.365934
2008/01/21 06:31:27	176	W1T 1HJ	NW5 2QH	465	15	5	1	2	No	300	No	529643	181397	529248	185213	3836.389057
2008/01/21 06:33:16	2	SE23 1JB	SE1 2BN	320	15	4	1	1.5	Yes	40	No	536658	173336	534057	179682	6858.346521
2008/01/21 06:35:22	7	BR3 1AG	SW12 9HD	490	15	4	1	1.5	Yes	300	Yes	537275	169398	528739	173080	9296.258387
2008/01/21 06:47:57	207	W1T 4EY	NW5 2QH	540	15	5	2	1.5	No	300	Yes	529382	181965	529248	185213	3250.762987
2008/01/21 06:53:41	53	KT2 5EB	KT2 5AU	480	15	4	2	1.5	Yes	120	Yes	518295	169550	517917	170243	789.3877374
2008/01/21 07:01:44	176	TW9 3BH	W10 6HQ	465	15	5	1	2	No	300	No	519103	177482	524190	181567	6524.169986
2008/01/21 07:18:48	197	SE17 3EW	SE1 2BN	500	15	5	2	1.5	Yes	120	Yes	532040	178015	534057	179682	2616.711295
2008/01/21 07:25:59	295	WC2R 0NP	SW1V 4QQ	590	15	6	1	1.5	Yes	300	Yes	530365	180703	528924	178440	2682.843641
2008/01/21 07:27:58	305	SE24 0NG	SW1V 4QQ	495	15	6	1	2	Yes	40	Yes	531906	174350	528924	178440	5061.662178
2008/01/21 07:30:30	21	E1 1BJ	SE8 3JD	455	15	4	1	2	Yes	120	Yes	534884	181833	537175	177885	4564.579389
2008/01/21 07:39:23	337	CR7 8LE	CR7 8LE	520	15	6	2	1.5	Yes	40	Yes	532714	168302	532714	168302	0
2008/01/21 07:41:32	203	CR0 6BR	SW12 9HD	460	15	5	2	1.5	No	80	Yes	533129	166074	528739	173080	8267.776968
2008/01/21 07:47:20	294	WC1N 3NB	SW1V 4QQ	480	15	6	1	1.5	Yes	120	No	530613	182019	528924	178440	3957.519678
2008/01/21 07:53:32	355	E1W 2NE	SE1 2BN	585	15	6	2	2	Yes	80	Yes	534738	180016	534057	179682	758.4965392
2008/01/21 07:58:47	362	WC1N 1AL	SW1V 4QQ	475	15	6	2	2	No	40	No	530112	182434	528924	178440	4166.938924
2008/01/21 07:59:38	174	N1 9HF	E2 0RY	405	15	5	1	2	No	120	No	531310	183162	535652	182961	4346.649859
2008/01/21 08:08:26	301	TW9 3AH	W4 3PH	510	15	6	1	1.5	No	120	Yes	518891	177662	519585	177640	694.3486156
2008/01/21 08:15:50	213	EC4V 6AA	SW1P 3AU	525	15	5	2	2	Yes	120	Yes	531615	181136	529902	179641	2273.630137
2008/01/21 08:16:28	213	EC3V 9BJ	E2 0RY	525	15	5	2	2	Yes	120	Yes	532892	180929	535652	182961	3427.334825
2008/01/21 08:17:05	305	W1T 1HH	SW1V 4QQ	495	15	6	1	2	Yes	40	Yes	529654	181374	528924	178440	3023.451008
2008/01/21 08:31:07	361	W1J 6PT	NW5 2QH	525	15	6	2	2	No	40	Yes	528907	180727	529248	185213	4498.941764
2008/01/21 08:45:12	219	SE25 4LX	SW12 9HD	485	15	5	2	2	No	80	Yes	534575	168236	528739	173080	7584.407162
2008/01/21 08:46:43	197	EC1A 9DY	SW1P 3AU	500	15	5	2	1.5	Yes	120	Yes	531880	181713	529902	179641	2864.553717
2008/01/21 08:48:12	219	SE1 2LN	E2 0RY	485	15	5	2	2	No	80	Yes	533618	180020	535652	182961	3575.84074
2008/01/21 08:55:18	159	W1T 6QF	SW1P 3AU	490	15	5	1	1.5	No	300	Yes	529015	182065	529902	179641	2581.190617
2008/01/21 09:05:56	343	SE20 7EU	CR7 8LE	640	15	6	2	1.5	Yes	300	Yes	535554	170144	532714	168302	3385.050073
2008/01/21 09:07:13	299	SW1X 8HT	W10 6HQ	490	15	6	1	1.5	No	80	Yes	528125	179306	524190	181567	4538.319733
2008/01/21 09:10:37	18	W4 3PL	W10 6HQ	345	15	4	1	2	Yes	40	No	519299	177852	524190	181567	6141.913871
2008/01/21 09:14:19	297	N1 9RY	SE1 2BN	450	15	6	1	1.5	No	40	Yes	530535	183315	534057	179682	5059.957806
2008/01/21 09:16:30	296	SE13 6LE	SE8 3JD	540	15	6	1	1.5	Yes	300	No	537995	174885	537175	177885	3110.048231
2008/01/21 09:19:03	29	W1T 1NT	SW1V 4QQ	435	15	4	1	2	No	120	Yes	529506	181566	528924	178440	3179.716969
2008/01/21 09:21:25	319	EC1V 9NU	E2 0RY	595	15	6	1	2	No	300	Yes	532658	182636	535652	182961	3011.587787
2008/01/21 09:26:11	67	SE1 8QA	SE1 2BN	485	15	4	2	2	Yes	80	Yes	531417	179785	534057	179682	2642.008516
2008/01/21 09:27:44	26	SE11 4XD	SW1V 4QQ	325	15	4	1	2	No	40	No	531440	178481	528924	178440	2516.33404
2008/01/21 09:29:57	197	E8 3BH	E2 0RY	500	15	5	2	1.5	Yes	120	Yes	534295	184554	535652	182961	2092.629446
2008/01/21 09:49:44	304	EC4R 3TE	SW1P 3AU	520	15	6	1	1.5	No	300	No	532524	180695	529902	179641	2825.915781
2008/01/21 09:52:54	63	NW6 7JR	W10 6HQ	520	15	4	2	1.5	No	300	Yes	524885	184280	524190	181567	2800.606006
2008/01/21 09:57:19	74	NW5 2SG	W10 6HQ	375	15	4	2	2	No	40	No	529546	185145	524190	181567	6441.181569
2008/01/21 10:00:33	23	EC1M 6BH	E2 0RY	515	15	4	1	2	Yes	300	Yes	531767	181811	535652	182961	4051.632387
2008/01/21 10:02:51	53	E1 4TP	SE1 2BN	480	15	4	2	1.5	Yes	120	Yes	535074	181974	534057	179682	2507.499352
2008/01/21 10:08:34	364	SW2 1HE	SW18 1NN	515	15	6	2	2	No	80	No	530457	173890	525155	175180	5456.675178
2008/01/21 10:14:49	302	W1B 5QH	NW5 2QH	460	15	6	1	1.5	No	120	No	529151	181043	529248	185213	4171.128025
2008/01/21 10:19:22	349	E15 4NL	E7 8NW	560	15	6	2	1.5	No	120	Yes	539302	184866	541428	184515	2154.780035
2008/01/21 10:27:51	299	W1H 5HE	SW1P 3AU	490	15	6	1	1.5	No	80	Yes	527402	181468	529902	179641	3096.438115
2008/01/21 10:31:17	18	EC4V 4EG	SE1 2BN	345	15	4	1	2	Yes	40	No	531684	180948	534057	179682	2689.588258
2008/01/21 10:32:28	176	EC4V 6DE	SE1 2BN	465	15	5	1	2	No	300	No	531801	181101	534057	179682	2665.163597
2008/01/21 10:33:41	1	EC1V 9NU	E2 0RY	370	15	4	1	1.5	Yes	40	Yes	532658	182636	535652	182961	3011.587787
2008/01/21 10:33:54	147	WC2E 7NA	SE1 2BN	430	15	5	1	1.5	Yes	80	Yes	530355	180753	534057	179682	3853.809155
2008/01/21 10:44:32	362	BR3 4DF	SW12 9HD	475	15	6	2	2	No	40	No	536086	168458	528739	173080	8679.936232
2008/01/21 10:57:09	171	SW12 9AU	SW18 1NN	435	15	5	1	2	No	80	Yes	528538	173271	525155	175180	3884.452342
2008/01/21 11:00:22	59	W1F 0TT	NW5 2QH	440	15	4	2	1.5	No	80	Yes	529566	181113	529248	185213	4112.313704
2008/01/21 11:07:46	219	W1X 7FJ	W10 6HQ	485	15	5	2	2	No	80	Yes	528511	180346	524190	181567	4490.198437
2008/01/21 11:10:07	313	E15 4BQ	E2 0RY	475	15	6	1	2	No	40	Yes	538979	184356	535652	182961	3607.624426
2008/01/21 11:12:39	349	E1 4AA	SE8 3JD	560	15	6	2	1.5	No	120	Yes	535695	182180	537175	177885	4542.843273
